,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TMEM106A,626.040670791107,0.561866623073254,0.122377697333806,4.59125016497628,4.40598838367766e-06,3.5958288865556e-05
MEIS2,1352.08361568852,-0.528041744526265,0.115011770837298,-4.59119741120466,4.40710235484835e-06,3.5958288865556e-05
PTPRE,1288.05500727789,0.7472162538785,0.162845766377855,4.58849051159684,4.46462596417728e-06,3.63991935020507e-05
SH3RF3-AS1,10.343129180494,-2.1426479789217,0.466962839908357,-4.58847641782845,4.46492734109325e-06,3.63991935020507e-05
LPCAT2,2766.66497658588,0.510796031786705,0.111332537046204,4.58802112427134,4.47467369345609e-06,3.64398302193096e-05
CD37,976.037472297472,1.06113509770899,0.231284457643211,4.58800867348356,4.47494051038027e-06,3.64398302193096e-05
TKT,2133.6840201579,-0.386023901320341,0.0841381335203031,-4.58797794970328,4.47559897767206e-06,3.64398302193096e-05
LAT2,213.659487982822,1.0175106723862,0.221820509972053,4.58709013208198,4.49466669355403e-06,3.65795841872096e-05
TMTC1,3719.33713722087,-0.584481712276659,0.12744745411248,-4.58606032067789,4.51688151324322e-06,3.67448215527187e-05
TLK2,3294.29706800561,0.260300917150511,0.0567638767192003,4.58567899507935,4.52513402317049e-06,3.67963838102396e-05
SOAT1,2554.47509067936,0.540488361800392,0.117874756228948,4.58527660282581,4.533858112668e-06,3.6851735517893e-05
KIAA1191,1037.63364679455,-0.366011176910989,0.0798311214564532,-4.58481817909377,4.54381663050049e-06,3.69170697751949e-05
IL11RA,1885.05194473223,-0.535124214824496,0.116741964917657,-4.58382052419576,4.56556155166155e-06,3.70767235542913e-05
ZNF799,696.472068895996,0.411057576340805,0.0896773358077155,4.58373983391063,4.56732463073204e-06,3.70767235542913e-05
SEMA3B,347.766540663796,-0.739134294865031,0.161295254350328,-4.58249250941788,4.59466172193655e-06,3.7282896699361e-05
C1orf112,813.588866377736,0.413764627061461,0.0902954166191971,4.58234362887355,4.59793512630004e-06,3.72937160054285e-05
JAKMIP1,56.7957058159079,1.9209589819136,0.419217045917148,4.58225399139245,4.59990704354182e-06,3.72939743137935e-05
CCSAP,248.122100616653,0.674821767012756,0.147291169503065,4.58154938472883,4.61543578389901e-06,3.74040986820787e-05
PTPRF,1795.90421684775,-0.421353818756874,0.0919769681483921,-4.58107966852177,4.62581568564226e-06,3.74724209545306e-05
MUT,2522.49213391978,-0.40534994934167,0.0884946251523589,-4.58050360283226,4.63857625498683e-06,3.75599626577977e-05
CAPG,776.023863279929,1.26688054079719,0.276642706688447,4.57948288593033,4.66126924889999e-06,3.77278226406756e-05
SNRK,1286.0201939969,0.404436905443796,0.0883290904741249,4.57875093327574,4.67760775024944e-06,3.78441303800694e-05
HSPA1B,2249.96325721322,-0.894216215130836,0.195302708724684,-4.57861655360551,4.68061330056215e-06,3.78464408417257e-05
MTIF2,1234.46549791054,0.358061424924865,0.0782039020831821,4.57856213548028,4.6818309484276e-06,3.78464408417257e-05
BAHCC1,896.678716708368,-0.673899753316545,0.147197604457844,-4.57819783004378,4.68999038427701e-06,3.78964628654716e-05
TRAPPC8,3243.09802058858,0.234602616542867,0.0512473042370193,4.57785282632288,4.6977300714879e-06,3.7943052590005e-05
TRPV4,314.997660954769,0.980484795550687,0.214192753038085,4.57758155513483,4.70382426029675e-06,3.79763182510224e-05
OR51E2,7.59375903615114,4.2095625784686,0.919867278546617,4.57627168249715,4.73335766258487e-06,3.81970153417042e-05
IKBKE,325.823618102451,1.01490463623908,0.221779240271947,4.57619313238965,4.73513434735895e-06,3.81970153417042e-05
KDM2A,4191.48591319888,0.309248406941483,0.067597594146808,4.57484339264885,4.76576339483223e-06,3.84279654944882e-05
ZMYND15,158.070566399154,1.11455308238348,0.243682847008685,4.57378554159686,4.789901295649e-06,3.86064036084951e-05
ZNF816,722.904402999242,0.490815114255705,0.107334213801864,4.57277411247208,4.81308941781006e-06,3.87770401838067e-05
TMEM38A,25.5087896817595,-1.29185709820687,0.282588236368055,-4.57151760742193,4.8420459475121e-06,3.89939879551844e-05
LY96,661.680301113391,0.817361156229122,0.178800271325144,4.57136418290311,4.84559307007397e-06,3.90057485516912e-05
ADSSL1,864.359877245826,-0.769172028022026,0.168261888044199,-4.57127895664631,4.84756454715654e-06,3.90057485516912e-05
PRKG1,10906.7814587588,-0.698910884398976,0.152907236913168,-4.57081625767568,4.85828124061008e-06,3.9075623551568e-05
MTFR1L,470.802873978432,-0.46480242289116,0.101702100852465,-4.57023423307083,4.87179389246457e-06,3.91679188602453e-05
MT1G,90.6183913906556,2.90175006560655,0.634976504851976,4.5698542283592,4.8806357374384e-06,3.92126159059866e-05
PYCR2,305.8943180336,-0.460946873788583,0.100867621686038,-4.56981998865139,4.88143317187878e-06,3.92126159059866e-05
PLXNB2,7366.42690996512,-0.307350381467229,0.067265212976365,-4.56923226534974,4.89514057364043e-06,3.93063021082247e-05
TRMT13,498.36443503023,0.447405002621162,0.0979306675674885,4.56858932686061,4.91017797308986e-06,3.94105850424661e-05
GNAZ,98.4700085363458,-0.987556456554809,0.216218072765596,-4.56740939331851,4.93789008020106e-06,3.96164695374395e-05
FHL5,499.095201460279,-1.31207451607608,0.287300389672005,-4.56690823696413,4.94970558281181e-06,3.96946977131378e-05
GTPBP6,430.43299434904,-0.628170247814391,0.137595374418926,-4.5653442237226,4.98675386408404e-06,3.99751332482433e-05
DHCR7,207.334902543901,-0.642328559837571,0.140752508742202,-4.56353187291346,5.03001693318524e-06,4.02993619136202e-05
KCNA5,1312.03652655906,-1.21777070097568,0.266851651911603,-4.56347447074855,5.03139304961184e-06,4.02993619136202e-05
BFSP2,43.2567812516512,2.80728673988363,0.615223453038497,4.56303596037969,5.04191747161727e-06,4.03668386326109e-05
TMUB1,20.916915827286,-1.17408571943731,0.257310923443522,-4.56290663344113,5.04502539262862e-06,4.03749055464196e-05
LDB1,2801.46062919493,-0.28928235452086,0.0634060638017972,-4.5623768008236,5.05777723268537e-06,4.0436026493064e-05
ZBTB10,3629.01601042523,-0.434642295585913,0.0952672420736542,-4.56234783463005,5.05847527076531e-06,4.0436026493064e-05
HIST1H4C,284.733559555797,-0.596203890773784,0.130679775581564,-4.56232717052426,5.05897329843515e-06,4.0436026493064e-05
ASUN,1406.53364087204,0.294563999051487,0.0645771171063587,4.56142999642333,5.08064151302446e-06,4.05923407335283e-05
DPF2,1386.26828762933,-0.289299241470596,0.0634367337095723,-4.56043721915244,5.10472227809345e-06,4.07677924186915e-05
GAS2L3,714.913895840659,0.906606757481745,0.198829668447527,4.55971568307981,5.12229236958409e-06,4.08911238457288e-05
RAVER2,1320.8745431456,-0.675854919758738,0.148230994233838,-4.55947100167568,5.12826373267488e-06,4.09217989760105e-05
GPC3,1090.42442658647,-1.05696650006898,0.23185822603155,-4.55867586912857,5.1477147228891e-06,4.10599668539823e-05
PFN2,1687.43652693781,-0.709200629617944,0.155578471068216,-4.55847537739963,5.15263040780802e-06,4.10821295434647e-05
SBF1,1735.44015900761,-0.410642519264144,0.0900917570646417,-4.55804762437371,5.16313314710619e-06,4.11488011968584e-05
NOXA1,24.7110414543655,-1.12905319694157,0.247726897822574,-4.55765283005406,5.17284483043348e-06,4.1209115696404e-05
CD69,487.209265054881,1.11011653393098,0.243616270849279,4.55682426326026,5.19328394324787e-06,4.13548041595086e-05
ARL2,74.9670390455391,-0.892733423243876,0.195946889508838,-4.55599691059964,5.21377025224787e-06,4.15007476434621e-05
IRF5,228.308301264955,1.11121951530201,0.243951039070941,4.55509236416437,5.23625651930226e-06,4.16624830590014e-05
PARVA,4994.11760960134,-0.418659068707895,0.0919356982454628,-4.55382486561532,5.26792174828319e-06,4.18970872020057e-05
SLC4A2,755.361908786946,-0.362861767078515,0.0796856022685257,-4.55366787410025,5.2718565193671e-06,4.19110413034713e-05
GRIN2A,455.138242799743,-1.57544950012729,0.345985256853724,-4.55351628116732,5.27565865301724e-06,4.19122030495642e-05
APOBEC3C,438.68750406848,0.494027607673714,0.108494320422561,4.55348819873322,5.2763632825233e-06,4.19122030495642e-05
SLFN14,58.147665023821,1.71714546046043,0.377148396825789,4.55297032921927,5.28937355308332e-06,4.19981940565554e-05
RBP5,348.027853864807,0.949039111241226,0.208528775511586,4.55111822775029,5.33615512631248e-06,4.23521511119342e-05
CCDC115,151.261006361726,-0.718373856814591,0.157869109867556,-4.55043964849913,5.35339407200404e-06,4.24714379884992e-05
CDC42BPB,7152.9199920812,-0.233913541181264,0.0514206457557898,-4.54901990714354,5.38963449109102e-06,4.27413134580209e-05
SRPK1,1477.48825052813,0.313236111688055,0.0688697297105478,4.54824075837895,5.40962279841205e-06,4.28821356923196e-05
EDARADD,122.907976721417,1.02402530217884,0.225219373889331,4.54679046697832,5.4470177723413e-06,4.31607677814167e-05
MRPS22,1337.29704598637,0.227874164155069,0.0501258644898254,4.54603958404195,5.46647598759447e-06,4.32971025585202e-05
TCAF1,2177.8951854832,-0.419929704535965,0.0923746080544202,-4.54594301811352,5.46898319977418e-06,4.32991202838794e-05
CXCR4,3124.7997627738,1.276311918842,0.280793502461225,4.54537554343248,5.48373922036563e-06,4.33980728831159e-05
GARS,6602.03261665683,0.311431031386798,0.0685248636965191,4.54478877573627,5.49903699369272e-06,4.35012296830268e-05
PPAP2B,1269.80698201481,-0.498195995811941,0.109626323169622,-4.54449243035447,5.50677861004907e-06,4.35445517157438e-05
RPL21P44,96.1675577647839,0.847458403245035,0.186504015468011,4.54391505254423,5.52189179008817e-06,4.3646104391803e-05
KIAA0895,151.137041515238,-0.878659444378763,0.193390978009287,-4.54343554918352,5.53447322613326e-06,4.37275704175748e-05
AIP,849.543838207932,-0.452339291966662,0.0995848354013804,-4.54225073670596,5.56567868235732e-06,4.39560564137037e-05
ZNF43,3555.72646153476,0.44866246011589,0.0987803839975066,4.54201980149434,5.57178061025828e-06,4.39861760455831e-05
CYTH2,1272.48617907078,-0.367205668411417,0.0808589581930698,-4.54131090255487,5.59055164974419e-06,4.41162456334288e-05
FAM149A,484.850247749848,-0.659726166864905,0.145350353476418,-4.53886867892578,5.65568426154366e-06,4.4611907492677e-05
ROBO1,3511.27561547178,-0.402951854383233,0.0887902692797861,-4.53824340946073,5.67247624275061e-06,4.47260093578322e-05
CC2D2B,251.973557809681,0.568083823651741,0.125179518005582,4.53815314759726,5.67490421675154e-06,4.47268076091082e-05
CXCL11,49.5617265446732,2.09291972196542,0.461376881297272,4.53624749484776,5.72639760377193e-06,4.51141562038147e-05
HNRNPL,4254.48522848871,-0.216521335522759,0.0477322988760611,-4.53615980418135,5.72877785877267e-06,4.51144190000766e-05
HMMR,54.5296018052127,1.30326071545367,0.287456733730044,4.53376304163249,5.79420290948775e-06,4.56109592666188e-05
ZNF195,820.805403973712,0.508748469966382,0.112280986816944,4.53102955708622,5.86969246946006e-06,4.61862866723007e-05
LIPG,51.0617211010248,2.33328364614932,0.515243058057922,4.52851059254257,5.94009039684061e-06,4.6721095621304e-05
DYNLT1,716.616653894538,0.424024209946732,0.0936592201183553,4.52730878402469,5.97396158773078e-06,4.69541755739569e-05
NBPF20,2336.78388323538,0.418921164270934,0.092532518712013,4.52728586773622,5.97460924173639e-06,4.69541755739569e-05
TMEM147,248.787128925881,-0.498332524840374,0.110078547352725,-4.52706305474368,5.98090982673876e-06,4.69844828767467e-05
RERG,507.709282238849,-0.75954392128048,0.167786344004244,-4.52685184713999,5.98688811112424e-06,4.70122345425414e-05
MED16,327.416288401956,-0.580922022842457,0.128331223825776,-4.52673952234045,5.99006982186589e-06,4.70180123257363e-05
VPS33B,1424.28696989412,0.341578629461685,0.0754611940507875,4.52654683984715,5.99553151278415e-06,4.70416743960203e-05
RING1,655.268653526766,-0.342168680196438,0.0756113407040981,-4.52536189690778,6.02922429018379e-06,4.7267642578956e-05
UBE2H,2666.38329254307,-0.490992148372703,0.108497895813713,-4.52536101912724,6.02924931611091e-06,4.7267642578956e-05
PEBP4,86.484413839087,-1.31729132732406,0.291110850462935,-4.52505059577565,6.03810586542436e-06,4.7317777843886e-05
C10orf131,163.67230560938,0.786082037284249,0.17372523576134,4.52485808316387,6.04360460961191e-06,4.73415694419599e-05
GIPC1,259.535215824323,-0.533180548539078,0.117907103575948,-4.52203923570759,6.12467030331371e-06,4.79570416458653e-05
LPO,5.14841061516067,4.14769905961609,0.91736756389549,4.52130555172824,6.1459399737434e-06,4.81039919036113e-05
TMEM184B,1030.37283911132,-0.375627856912283,0.0830890988051582,-4.52078386110698,6.16110688646664e-06,4.8202751542229e-05
STRBP,1099.03918747471,0.605194917721205,0.133871973637212,4.52069915217101,6.16357297460328e-06,4.8202751542229e-05
CD33,144.479293788439,1.03360745044159,0.228710842264893,4.51927613140642,6.20514213745998e-06,4.8508111959493e-05
ZNF624,438.572268308918,0.479555615755752,0.106132589583679,4.51845769180681,6.22917170339271e-06,4.86761657131374e-05
TXNIP,12779.8359190248,0.745661893262798,0.165064218117432,4.51740481230348,6.26021545332249e-06,4.88988710521001e-05
INHBA,1253.30700960359,0.733188250084273,0.162312542127339,4.51713860478549,6.26808789516615e-06,4.89404766891872e-05
C1orf162,1664.9886096704,0.851758491123922,0.188595583112803,4.51632258330498,6.29227881898003e-06,4.9109409556335e-05
FOXO3,1661.09614668784,-0.604473446244155,0.133849918659799,-4.51605389302121,6.30026366292754e-06,4.91517728865487e-05
CASP2,1122.96892569613,0.431120701246105,0.0954877104626098,4.51493390256665,6.33365170488953e-06,4.93922055671771e-05
NLRC5,3030.22005126409,0.919567886988982,0.203677977120465,4.51481254865912,6.33727953588808e-06,4.94004560090741e-05
MAPK3,1251.69747427515,-0.29070323579726,0.0643946085571101,-4.51440333765586,6.3495274120175e-06,4.94758676291903e-05
NUDCD1,359.839325324866,0.368593714511619,0.0816503480465302,4.5142944681824,6.35278973854891e-06,4.94812306094513e-05
ZNF438,2102.70507601815,-0.386328822143404,0.085603963557529,-4.51297820904959,6.39235920723585e-06,4.97692673311846e-05
C1QB,5068.33415545186,0.994428626241536,0.220458955613652,4.51072002710674,6.46079473663713e-06,5.02766159836946e-05
F2RL2,250.774713207403,0.940630049281861,0.208535101792325,4.51065571789737,6.46275389354988e-06,5.02766159836946e-05
LINS,880.789695823746,0.458631754733936,0.101685193409934,4.51031009878701,6.47329279510587e-06,5.03382311489969e-05
CERS2,1644.66144480846,-0.361190413538992,0.0801072736833563,-4.50883417861262,6.51848308171025e-06,5.06691468983891e-05
RIPK1,1516.95553717159,0.295709331447619,0.0656007860483533,4.50771018550992,6.55310021716599e-06,5.09176416631292e-05
RND2,28.0274795253108,-1.82869718958036,0.405764862135693,-4.5067904104738,6.58155855242818e-06,5.11181010316473e-05
NIPAL2,773.044990327463,0.327297586054194,0.0726308735651264,4.50631487669928,6.59631815145342e-06,5.1206873191608e-05
RBM14,606.028029891761,-0.457612795702424,0.101550676389917,-4.50625059300799,6.5983158141608e-06,5.1206873191608e-05
SPN,175.285855184426,1.16195754467801,0.257890466106098,4.50562427616061,6.61780938184268e-06,5.13374292764979e-05
DMKN,241.427124852313,-0.803671154178746,0.178399891330535,-4.50488589530429,6.64086160992799e-06,5.1491371532215e-05
GCN1,4078.3815606496,-0.242312333923516,0.053789604475794,-4.50481717210914,6.64301104925835e-06,5.1491371532215e-05
ZNF546,507.849358763816,0.396807406298639,0.0880885474253242,4.50464240694883,6.64848013709016e-06,5.15129922109167e-05
SDC3,583.847781048963,-0.590720880082374,0.131138934219438,-4.5045423283211,6.65161392945561e-06,5.15165086889303e-05
AGR2,18.7608063146914,2.68163937041431,0.595515691731019,4.50305408849839,6.69838271143094e-06,5.18578376406915e-05
MRPL24,516.243981287297,-0.429915695082295,0.0954930382269293,-4.50206321910761,6.72969561382234e-06,5.20792829245196e-05
TIGD1,41.049187344131,0.920903666290575,0.204561249528546,4.50184806952925,6.7365131296087e-06,5.21110631349972e-05
VIPR2,309.800246156869,-0.895195441676057,0.198929774166282,-4.50005759785249,6.79350522973359e-06,5.25307928524412e-05
GATSL2,808.435942416085,-0.519269182378089,0.115412094035964,-4.49926142243185,6.81899599194585e-06,5.27066988151086e-05
TMEM222,178.502740521097,-0.616121244072359,0.136972595735315,-4.49813512524031,6.85521241071676e-06,5.29599933425618e-05
MS4A14,753.098311112782,1.26163749361871,0.280484114809144,4.49807110993502,6.85727635798972e-06,5.29599933425618e-05
FRMD4B,4276.06995141165,0.377356297711338,0.0838987343592849,4.49775912107757,6.86734384662665e-06,5.3016446089841e-05
LRIG3,1898.45755586243,-0.406663382023974,0.0904202865852116,-4.49747946375658,6.87638005211385e-06,5.30648951191428e-05
ABCD2,175.196006205055,1.03358308775091,0.229821416969009,4.49733145579849,6.88116704321899e-06,5.30805273161311e-05
NCF1C,667.704435950115,1.2867317574885,0.286152454752323,4.49666510323046,6.90275825631667e-06,5.32257208027178e-05
LOC100288637,20.4850451031998,2.1258666405082,0.472828498717609,4.49606283520116,6.92232873659298e-06,5.33552226557847e-05
SCRG1,402.81552676904,-0.915309630563625,0.203589898512028,-4.49584992798427,6.92925976734225e-06,5.33872386804088e-05
CLSPN,177.043108591376,1.13710044069441,0.253004297455746,4.49439180333804,6.9769066034579e-06,5.3732802739692e-05
SMOC1,757.115410633107,-1.43959084596059,0.320363955773017,-4.49361053270476,7.00256479237656e-06,5.39088117756726e-05
SH3GL3,10.3516599719834,-2.92051457051099,0.649959425598964,-4.4933798257016,7.01015882704459e-06,5.39456697887423e-05
GALNT6,120.40931650102,1.19872539224536,0.266828553188838,4.49249294320091,7.03942517678783e-06,5.4149207752458e-05
HBA2,8677.90945537399,-2.01062799332657,0.447760202805655,-4.49041245900823,7.10853864575023e-06,5.46589753549026e-05
MACC1,142.404075196903,1.25347486480949,0.279232235402739,4.48900487080796,7.15566614046141e-06,5.49993483478967e-05
RBM20,2859.08411816626,-0.847500161881079,0.188804465465877,-4.48877180838846,7.163498086533e-06,5.50375394554052e-05
PTCHD4,173.352665895964,-0.777553648343879,0.173241228835618,-4.48827137494891,7.18034261170988e-06,5.51449165101474e-05
MAGEC1,14.6798470107465,-3.55000063142407,0.7909744240369,-4.4881358025534,7.18491247822624e-06,5.51579762655523e-05
HSPB2,152.733453534323,-0.953139263951008,0.212395069912787,-4.48757715676915,7.20377264079385e-06,5.52806872151617e-05
CHRNG,127.179925593773,1.38555017591685,0.308770448696148,4.48731470828134,7.21264937134863e-06,5.53267194195669e-05
ITGAE,177.238890289522,0.746566763595816,0.16639364717178,4.48675040354807,7.23177115162728e-06,5.54512711797891e-05
PIK3R5,406.936311794495,0.957079146951732,0.213342235826759,4.48612129353003,7.2531460461689e-06,5.55929930006e-05
KIAA1161,39.6882174602082,-1.21725389052711,0.27152231726874,-4.48307123617513,7.35763539898466e-06,5.63713930947318e-05
MEI1,160.48875432524,1.65546665416152,0.369304538602221,4.4826599218826,7.37183593605035e-06,5.64567856293289e-05
VPS28,612.072427987501,-0.496802081440248,0.11082953625388,-4.48257836523119,7.37465477372132e-06,5.64567856293289e-05
PDGFC,2868.11920568053,-0.632790682094126,0.141181892461403,-4.48209519692563,7.39137564396241e-06,5.65622667212935e-05
ZNF28,1408.09944229438,0.452771392919011,0.101032334679026,4.48145036296985,7.41374771790816e-06,5.67108923125143e-05
FCRL5,669.792018191441,2.6292426104585,0.586752599181588,4.48100718109439,7.42916113960672e-06,5.68061911641448e-05
NCK1,1419.65509741613,0.315251427075664,0.0703616373942171,4.48044472457905,7.44876694019088e-06,5.69334580084649e-05
ZNF395,309.608634045089,-0.467811419075643,0.104416215351341,-4.48025641900107,7.45534184032702e-06,5.69610636711472e-05
KDM4C,2412.67784382589,0.346041209961071,0.0772463801996832,4.47970777486982,7.47453001889343e-06,5.70849783683705e-05
NCAPH,68.5779628034777,1.01417982360385,0.226399262590963,4.47960745100205,7.47804383058492e-06,5.7089132865502e-05
SEPT1,290.747594411134,0.94714521502536,0.211536847169012,4.47744791368956,7.55406499641288e-06,5.76466023922369e-05
LRPAP1,1039.39166964088,-0.422379511374078,0.0943536815699531,-4.47655570345635,7.58568828258095e-06,5.78589873088195e-05
TIAM2,872.068578307203,-0.556426601729103,0.124299670104783,-4.47649298875887,7.58791588230422e-06,5.78589873088195e-05
TRIO,13851.4740558505,-0.277185391100963,0.0619243073737099,-4.47619687416388,7.59844219978284e-06,5.79162785116675e-05
SNORD116-4,687.156714409743,-0.842985463888102,0.1883481685731,-4.47567645745878,7.61697587704197e-06,5.80345332082354e-05
ARRDC4,806.148442135949,0.652154341027954,0.145751393640253,4.47442953881881,7.66155859034482e-06,5.83510858883513e-05
ESR2,59.1205732956406,1.13646839420439,0.254030602606828,4.47374600753651,7.68610353759579e-06,5.85148389319619e-05
SPON1,1442.26818998655,-0.760032722972992,0.169909565654917,-4.47316029585177,7.70719567446566e-06,5.86521862431723e-05
DENND3,1670.93437563811,0.468750812385006,0.1048024847677,4.47270704911259,7.72355556966308e-06,5.87534264802665e-05
ATP8A2,127.097528836906,-2.03958831276636,0.456016564433068,-4.47261891747732,7.72674052543785e-06,5.87544039242452e-05
GGA2,2249.02753889722,0.452210379492168,0.101112385371153,4.47235398346343,7.73632243833249e-06,5.87971795036226e-05
KDM5A,10698.5373203767,0.191156743113942,0.042742433997426,4.47229428079491,7.73848328274281e-06,5.87971795036226e-05
PINK1,1282.88993917654,-0.428568567376617,0.0958451708755256,-4.47146750808344,7.76846641371742e-06,5.9001671225164e-05
PRB2,97.9063852388262,1.68882388591664,0.377800672015323,4.47014526710038,7.81664880953875e-06,5.93441706420867e-05
ERP27,144.637439090378,1.12394721520986,0.251445018249079,4.46995221077113,7.82370763095444e-06,5.93743118001726e-05
EVA1B,37.9153429963335,-1.30474050843332,0.29193716649683,-4.46925112033479,7.8493932606533e-06,5.95457326951611e-05
YIF1A,636.306414337405,-0.484854995278755,0.108493666436451,-4.46897050495345,7.85969665349213e-06,5.96003742682759e-05
TSSK4,462.204545444533,0.672995015607144,0.1506283448188,4.46791748536259,7.89847593221681e-06,5.98708213111213e-05
NISCH,3544.99476463945,-0.32362823658443,0.0724541925063093,-4.46665990454932,7.94502822228554e-06,6.01999517213224e-05
EXT2,4972.8478469003,-0.303095319756627,0.0678659768147301,-4.46608645424876,7.96634279001851e-06,6.03376703910662e-05
KLHL13,315.581036389583,-0.878198244705238,0.196645519700183,-4.46589500764722,7.97347082984488e-06,6.03678730847216e-05
MAPKAPK3,790.995344182741,0.561322349084512,0.125725435270483,4.46466817058056,8.01929400289215e-06,6.06840534155159e-05
POLR2H,674.656871348941,0.361138947025481,0.0808892836908309,4.46460804877195,8.02154605050335e-06,6.06840534155159e-05
BMS1P20,3213.26918875161,1.39729429542495,0.313018582701816,4.4639340046978,8.04683586903857e-06,6.085142640068e-05
KCNB2,36.035977103386,-2.0979447525525,0.470068064826604,-4.46306590371413,8.07951892078881e-06,6.10745545475121e-05
OXSM,102.755727566904,0.733830975540029,0.164433004942914,4.46279611441019,8.08970201267339e-06,6.1127492841832e-05
ARG1,309.095027837946,0.661606466828019,0.148253265086029,4.4626772060912,8.09419405498262e-06,6.11374036616625e-05
VWA5A,1570.82664870512,-0.498959736903232,0.11186236875037,-4.46047891240976,8.17767054894081e-06,6.17371147093827e-05
RBFOX2,4492.46761582935,-0.43735434420848,0.0980523339437168,-4.4604174792976,8.18001514668874e-06,6.17371147093827e-05
PASK,332.420489819513,1.0818131565779,0.242583250782906,4.45955420700518,8.21303000830736e-06,6.194792299206e-05
NAA25,1498.43251861021,0.302062268239562,0.0677342760008706,4.459518667265,8.21439191108365e-06,6.194792299206e-05
ERLIN2,2594.30792949203,-0.425876435442823,0.0955015256952793,-4.4593678723174,8.22017285951136e-06,6.19672089719164e-05
ACTR10,2369.44069341199,-0.403614626622443,0.09054325820767,-4.45769938714501,8.28439682683065e-06,6.24268758142554e-05
SLC46A2,61.6380002542813,1.13832983684291,0.255373159980965,4.45751557026492,8.2915016351362e-06,6.24559310079245e-05
KLRF1,42.7305728881194,1.02763015475672,0.230745182101096,4.45352811009714,8.44706431541471e-06,6.36027878320474e-05
BANK1,761.292115795777,1.70814289610299,0.383569743953927,4.4532785054813,8.45689434155706e-06,6.36518715457131e-05
PCDHGA1,67.0844308902155,-1.09621102853922,0.246234616586736,-4.45189650315915,8.51151905280246e-06,6.4034433479964e-05
RMDN1,868.675895901098,0.251026876683868,0.0563874184965662,4.45182424336653,8.51438443400031e-06,6.4034433479964e-05
GALNT15,561.573722282018,-0.939445924923756,0.211080900504312,-4.45064391273319,8.56131984796045e-06,6.43622414694344e-05
ABLIM1,3070.75482402309,-0.398583718082733,0.0895612662493669,-4.45040288926855,8.57093441158177e-06,6.44093323666288e-05
LRP6,7823.39207941104,-0.464483438639878,0.104375432961811,-4.45012226976652,8.58214148507821e-06,6.4468349264423e-05
SPATA2,129.681799765931,-0.618826729004292,0.13906108213371,-4.45003533346071,8.58561629227826e-06,6.44692585884629e-05
DBI,1224.77243813687,0.490427785713713,0.110211541800178,4.44987682508693,8.59195526558032e-06,6.44916657829951e-05
SH3RF2,404.575318729468,-0.825064329650071,0.185417361653091,-4.44976846986819,8.59629111714752e-06,6.44951362597087e-05
ZNF76,788.970655051158,-0.393257856745577,0.0883785577038566,-4.44969760723326,8.59912782779137e-06,6.44951362597087e-05
NAGK,1830.23188896385,0.447212816779238,0.100517240611325,4.44911553539854,8.62246269387989e-06,6.46449299393343e-05
EIF3L,6415.12093972581,-0.358364480202463,0.080553032375079,-4.44880185929948,8.63506283709131e-06,6.47141570828095e-05
RAB5B,3389.2173555278,-0.334189820713681,0.0751214154602894,-4.44866245751639,8.64066815247031e-06,6.4730929031542e-05
MID1,1743.38291165713,-0.498146467980231,0.111989224466876,-4.44816427965864,8.66072820756515e-06,6.48559323467179e-05
PDSS1,670.344763968118,0.630717497142593,0.141804426541205,4.44779836939237,8.67549060492428e-06,6.49411822034499e-05
NRIP2,230.86795667273,0.622385859928061,0.139945807056482,4.44733481494639,8.69422692038325e-06,6.50561012419335e-05
MTF2,1119.39636421605,0.328518990395035,0.0738732963818088,4.44706012165896,8.70534793448805e-06,6.51139701730209e-05
GPSM1,261.09826170836,-0.662576228203259,0.149059850019258,-4.44503485088476,8.78776204735703e-06,6.57048424100911e-05
DCDC2C,41.8633146953433,-1.9765474766061,0.444697597044358,-4.44470015071601,8.8014535524796e-06,6.57816258317711e-05
TMEM161B,1235.17063614392,0.279815285614586,0.0629591231336717,4.44439616829631,8.81390615572722e-06,6.584396150871e-05
METTL24,304.574053517408,-0.688130855503626,0.154833451133168,-4.44432937758251,8.81664448438951e-06,6.584396150871e-05
TSSC4,34.3154713007849,-0.824065918101577,0.185447954957643,-4.44365060962681,8.8445192014544e-06,6.60264825668186e-05
P2RY8,90.3780348822667,1.41582181459981,0.318624268773488,4.4435466891768,8.84879429147269e-06,6.60273805277231e-05
AHNAK,730620.427025594,-0.395157685913822,0.0889297626568242,-4.44348072128244,8.85150910991741e-06,6.60273805277231e-05
RAB11FIP4,136.201211738843,1.283073264873,0.288808737428606,4.44264005409523,8.8861753921487e-06,6.62602597219838e-05
VASH1,475.996918032222,0.571447589331265,0.128636280293461,4.44235162916409,8.89809892726579e-06,6.63234415195154e-05
CACUL1,1134.45411153201,0.286592641036596,0.0645222379771501,4.44176535132104,8.92238289069615e-06,6.64786691115706e-05
CLDN7,36.9633244644277,1.41386462462575,0.318345232910368,4.44129353438073,8.94197179455376e-06,6.65988081389798e-05
SNORA80E,716.938324883843,-0.663398260594624,0.149412372847433,-4.44004902640846,8.99383864943608e-06,6.69591635778891e-05
STXBP5,4417.22072375639,0.274884395619803,0.0619233238275756,4.43910918582494,9.03319839327792e-06,6.72117793380533e-05
IDH3G,782.70297378308,-0.333637892557746,0.0751593798236232,-4.43907192077284,9.03476241010923e-06,6.72117793380533e-05
