,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SCUBE1,277.116178320767,-1.17458431695701,0.477010856547659,-2.46238487202997,0.0138016474735358,0.999306081618454
KIAA0355,2810.01492651888,-0.291557081833725,0.118479584660116,-2.46082126866092,0.0138619402686983,0.999306081618454
CFAP58,42.1609512741647,0.693929692953871,0.282021107028237,2.46055942502343,0.013872059702283,0.999306081618454
RAB27A,1681.99747929918,0.265356102186997,0.107895049597826,2.45939089120493,0.0139172994077538,0.999306081618454
CTSH,2916.55280029831,0.52788900579011,0.214733481497606,2.45834511743803,0.0139578968588254,0.999306081618454
MIR624,62.2773945914112,-0.83358632393831,0.33918209218239,-2.45763660037235,0.013985461211481,0.999306081618454
CLTCL1,474.214622425341,-0.400524790467725,0.163359739656821,-2.4517962094524,0.0142145139984344,0.999306081618454
TDRD12,15.893966986732,-2.12668173820365,0.868583128100499,-2.44844928412838,0.0143472626676071,0.999306081618454
CCDC151,56.2461537348245,-0.94467534869079,0.386482324196719,-2.44429121216408,0.014513706068746,0.999306081618454
GPR63,78.6171005146804,-1.01271175746332,0.414950185430729,-2.44056224824216,0.014664418420253,0.999306081618454
C1orf131,390.827775973503,0.39091631684172,0.160193855460382,2.44027035692638,0.0146762737119752,0.999306081618454
GBP6,19.1449712305737,1.81553354017585,0.744014331498407,2.44018624818618,0.0146796913922965,0.999306081618454
CBLN1,11.9279143605115,-2.21845426604068,0.909478514598215,-2.43925967511254,0.0147173882851341,0.999306081618454
ZNF680,3312.27881177057,-0.216519553820593,0.0888070266917378,-2.4380903390918,0.0147650835630317,0.999306081618454
KPNA2,1089.59098590203,0.377362501458221,0.154809058552462,2.43759961456222,0.0147851399481382,0.999306081618454
KAT2A,1164.26774302098,-0.33179966334745,0.136125784445069,-2.43744904538156,0.0147912986675802,0.999306081618454
SPAG9,11119.2302488122,-0.164812841220039,0.0676255112926115,-2.43714003886646,0.014803945018208,0.999306081618454
STAG3L2,1661.8435089114,-0.391442341538188,0.160626853481588,-2.4369670018037,0.0148110308660286,0.999306081618454
AKR1B15,7.17338402955513,-3.15074726789541,1.29391349598374,-2.43505248045964,0.0148896299929078,0.999306081618454
TLR8,809.073505089544,0.58892787093708,0.242078712984936,2.43279495200277,0.0149827829885106,0.999306081618454
SCNN1A,147.451758252363,-0.71756026864814,0.295025845100446,-2.43219460452299,0.0150076415425093,0.999306081618454
LSM11,55.8698224618903,-0.662467454044829,0.272447980877577,-2.43153739628008,0.015034896175983,0.999306081618454
